Name;Vorname;PLZ;Straße;Hausnummer;Ort;n;VK ohne Ust;VK mit Ust;VK Gesamt;Stückpreis mit Ust;Stückpreis ohne Ust;Ust. % Satz;ZS Produkt;Zs ohne Ust;Gesamt Ust. Betrag;Betrag;Bestelldatum;Lieferdatum;KundenNr
Obel;Jill;72654;Güldenhofer Ufer;61;Neckartenzlingen;1; -   € ; -   € ; -   € ;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;60,99 €;26.05.2019;28.05.2019;000511
Iffert;Quazim;71739;Radickestraße;45;Oberriexingen;1;2,40 €;2,86 €;2,86 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;6,85 €;27.05.2019;29.05.2019;000512
Padula;Kai;72364;Adlergestell;36;Obernheim;1;2,00 €;2,38 €;2,38 €;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;3,37 €;28.05.2019;30.05.2019;000513
Gabrisch;Kristian;72411;Gellertstraße;9;Bodelshausen;1;1,24 €;1,48 €;1,48 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;51,47 €;29.05.2019;31.05.2019;000514
Paasch;Gerhard;72537;Am Studio;25;Mehrstetten;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;30.05.2019;01.06.2019;000515
Kabasakal;Anette;72813;Helbigstraße;6;Sankt Johann (Württemberg);1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;31.05.2019;02.06.2019;000516
Machens;Fanny;72501;Wilhelm-Ostwald-Straße;4;Gammertingen;1;1,54 €;1,83 €;1,83 €;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;101,82 €;01.06.2019;03.06.2019;000517
Baab;Barbara;71254;Dörpfeldstraße;2;Ditzingen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;02.06.2019;04.06.2019;000518
Dachwitz;Ingrid;68804;Berberitzenweg;9;Altlußheim;1;1,99 €;2,37 €;2,37 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;82,36 €;03.06.2019;05.06.2019;000519
Gabor;Samo;72365;Abtstraße;3;Ratshausen;1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;04.06.2019;06.06.2019;000520
Haare;Panja;72820;Albert-Einstein-Straße;5;Sonnenbühl;5;1,99 €;2,37 €;2,37 €;49,99 €;42,01 €;19%;249,95 €;210,04 €;39,91 €;252,32 €;05.06.2019;07.06.2019;000521
Dabic;Gila;68542;Dornbrunner Straße;5;Heddesheim;1;1,69 €;2,01 €;2,01 €;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;62,00 €;06.06.2019;08.06.2019;000522
Jabben;Stefan;72184;Abram-Joffe-Straße;9;Eutingen im Gäu;2; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;159,98 €;134,44 €;25,54 €;159,98 €;07.06.2019;09.06.2019;000523
Maahsen;Carsten;72178;Walther-Nernst-Straße;62;Waldachtal;1;1,24 €;1,48 €;1,48 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;81,47 €;08.06.2019;10.06.2019;000524
Ebneth;Hakan;72175;Behringstraße;36;Dornhan;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;09.06.2019;11.06.2019;000525
Oberem;Kerstin;72229;Hackenbergstraße;1;Rohrdorf (Kreis Calw);1;1,35 €;1,61 €;1,61 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;31,60 €;10.06.2019;12.06.2019;000526
Abali;Finja;68723;Bärdorfer Zeile;84;Plankstadt;1; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;16,99 €;11.06.2019;13.06.2019;000527
Kabak;Annegret;72667;Eigenheimgasse;1;Schlaitdorf;2;2,40 €;2,86 €;2,86 €;5,99 €;5,03 €;19%;11,98 €;10,07 €;1,91 €;14,84 €;12.06.2019;14.06.2019;000528
Lackas;Batiste;72138;Freystadter Weg;25;Kirchentellinsfurt;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;13.06.2019;15.06.2019;000529
Machemehl;Filomae;72477;Zinsgutstraße;8;Schwenningen (Heuberg);2;1,00 €;1,19 €;1,19 €;149,99 €;126,04 €;19%;299,98 €;252,08 €;47,90 €;301,17 €;14.06.2019;16.06.2019;000530
Lackmann;Calvin;72147;Handjerystraße;14;Nehren (Württemberg);1;1,78 €;2,12 €;2,12 €;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;152,11 €;15.06.2019;17.06.2019;000531
Macho;Helena;72534;Ernststraße;8;Hayingen;1;1,99 €;2,37 €;2,37 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;52,36 €;16.06.2019;18.06.2019;000532
Daberkow;Gwen;68526;Bergaustraße;6;Ladenburg;1;2,00 €;2,38 €;2,38 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;4,37 €;17.06.2019;19.06.2019;000533
Labbe;Finn;71292;Ekkehardstraße;2;Friolzheim;4; -   € ; -   € ; -   € ;0,99 €;0,83 €;19%;3,96 €;3,33 €;0,63 €;3,96 €;18.06.2019;20.06.2019;000534
Saalbach;Nadja;72539;Handjerystraße;18;Pfronstetten;2; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;39,98 €;33,60 €;6,38 €;39,98 €;19.06.2019;21.06.2019;000535
Iben;Xenia;71157;Genossenschaftsstraße;24;Hildrizhausen;1;1,00 €;1,19 €;1,19 €;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;8,18 €;20.06.2019;22.06.2019;000536
Ebell;Liv;71292;Gemeinschaftsstraße;84;Friolzheim;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;21.06.2019;23.06.2019;000537
Habel;Tiffanie;69250;Dornbrunner Straße;4;Schönau (Odenwald);3; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;299,97 €;252,08 €;47,89 €;299,97 €;22.06.2019;24.06.2019;000538
Jackert;Ulrich;72365;Bergaustraße;8;Ratshausen;1; -   € ; -   € ; -   € ;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;15,99 €;23.06.2019;25.06.2019;000539
Kabbe;Aideen;68535;Eigenheimgasse;2;Edingen-Neckarhausen;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;24.06.2019;26.06.2019;000540
Kaczinski;Brigitte;69231;Albert-Einstein-Straße;4;Rauenberg;1; -   € ; -   € ; -   € ;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;3,59 €;25.06.2019;27.06.2019;000541
Babinsky;Ben;71729;KGA Holunderbusch;1;Erdmannhausen;3; -   € ; -   € ; -   € ;15,99 €;13,44 €;19%;47,97 €;40,31 €;7,66 €;47,97 €;26.06.2019;28.06.2019;000542
Baader;Brigitte;71282;Abram-Joffe-Straße;24;Hemmingen (Württemberg);2;1,78 €;2,12 €;2,12 €;119,99 €;100,83 €;19%;239,98 €;201,66 €;38,32 €;242,10 €;27.06.2019;29.06.2019;000543
Qian;Luca;72469;Neltestraße;61;Meßstetten;1;2,30 €;2,74 €;2,74 €;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;8,73 €;28.06.2019;30.06.2019;000544
Gade;Linas;72505;Genossenschaftsstraße;25;Krauchenwies;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;29.06.2019;01.07.2019;000545
Ebersbach;Gerhard;71696;Newtonstraße;48;Möglingen;1;1,00 €;1,19 €;1,19 €;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;171,18 €;30.06.2019;02.07.2019;000546
Oberdorf;Judith;72224;Friedenstraße;9;Ebhausen;1;2,33 €;2,77 €;2,77 €;159,99 €;134,45 €;19%;159,99 €;134,45 €;25,54 €;162,76 €;01.07.2019;03.07.2019;000547
Baaken;Catherina;71296;Oberspreestraße;23;Heimsheim;1;2,33 €;2,77 €;2,77 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;6,76 €;02.07.2019;04.07.2019;000548
Haarhoff;Quirine;68535;Am Studio;4;Edingen-Neckarhausen;1; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;16,99 €;03.07.2019;05.07.2019;000549
Kadenbach;Djamila;69439;Weerthstraße;25;Zwingenberg (Baden);1;2,99 €;3,56 €;3,56 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;33,55 €;04.07.2019;06.07.2019;000550
Jähne;Julia;72582;Hauptweg;84;Grabenstetten;1; -   € ; -   € ; -   € ;9,99 €;8,39 €;19%;9,99 €;8,39 €;1,60 €;9,99 €;05.07.2019;07.07.2019;000551
Kabashi;Astrid;72818;Hollstraße;4;Trochtelfingen;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;06.07.2019;08.07.2019;000552
Caggiano;Dario;72519;Nipkowstraße;8;Veringenstadt;1;1,24 €;1,48 €;1,48 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;81,47 €;07.07.2019;09.07.2019;000553
Päpke;Konrad;72414;Hauptweg;47;Rangendingen;2; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;65,98 €;55,45 €;10,53 €;65,98 €;08.07.2019;10.07.2019;000554
Laackmann;Eleni;71111;Aprikosensteig;47;Waldenbuch;1; -   € ; -   € ; -   € ;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;499,99 €;09.07.2019;11.07.2019;000555
Quach;Lenny;72501;Hackenbergstraße;62;Gammertingen;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;10.07.2019;12.07.2019;000556
Dämgen;Jodi;69427;Hackenbergstraße;2;Mudau;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;11.07.2019;13.07.2019;000557
Machan;Finn;72406;Richard-Willstätter-Straße;98;Bisingen;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;12.07.2019;14.07.2019;000558
Haaga;Okka;72660;Nipkowstraße;26;Beuren bei Nürtingen;1;1,54 €;1,83 €;1,83 €;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;91,82 €;13.07.2019;15.07.2019;000559
Däubler;Celia;71093;Hauptweg;25;Weil im Schönbuch;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;14.07.2019;16.07.2019;000560
Oberle;Liv;72406;Eigenheimgasse;1;Bisingen;2;1,00 €;1,19 €;1,19 €;5,99 €;5,03 €;19%;11,98 €;10,07 €;1,91 €;13,17 €;15.07.2019;17.07.2019;000561
Cakiroglu;Ebbo;72644;Platz der Befreiung;36;Oberboihingen;2;2,99 €;3,56 €;3,56 €;16,99 €;14,28 €;19%;33,98 €;28,55 €;5,43 €;37,54 €;16.07.2019;18.07.2019;000562
Dabbert;Greta;72818;Agavensteig;1;Trochtelfingen;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;17.07.2019;19.07.2019;000563
Ebrecht;Hauke;72184;Dornbrunner Straße;14;Eutingen im Gäu;5;2,56 €;3,05 €;3,05 €;0,99 €;0,83 €;19%;4,95 €;4,16 €;0,79 €;8,00 €;18.07.2019;20.07.2019;000564
Gabbe;Jules;72227;Kiehnwerderallee;2;Egenhausen;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;19.07.2019;21.07.2019;000565
Eberspächer;Gerald;71711;Richard-Willstätter-Straße;1;Steinheim an der Murr;1;1,54 €;1,83 €;1,83 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;81,82 €;20.07.2019;22.07.2019;000566
Dämmrich;Jutta;69436;Husstraße;3;Schönbrunn (Baden);1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;21.07.2019;23.07.2019;000567
Saalfrank;Nele;72574;Hollstraße;1;Bad Urach;2; -   € ; -   € ; -   € ;199,99 €;168,06 €;19%;399,98 €;336,12 €;63,86 €;399,98 €;22.07.2019;24.07.2019;000568
Eberhard;Maeve;71546;Selchowstraße;9;Aspach bei Backnang;2; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;65,98 €;55,45 €;10,53 €;65,98 €;23.07.2019;25.07.2019;000569
Paeper;Kadir;72411;Hackenbergstraße;62;Bodelshausen;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;24.07.2019;26.07.2019;000570
Obenland;Jonna;72666;Bohrauer Pfad;6;Neckartailfingen;1; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;169,99 €;25.07.2019;27.07.2019;000571
Gänger;Maxim;72584;Köpenicker Straße;95;Hülben;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;26.07.2019;28.07.2019;000572
Jach;Tiny;72297;Weerthstraße;23;Seewald;1;1,70 €;2,02 €;2,02 €;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;42,01 €;27.07.2019;29.07.2019;000573
Dabo;Gisele;68723;Ernststraße;4;Oftersheim;1;1,54 €;1,83 €;1,83 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;51,82 €;28.07.2019;30.07.2019;000574
Jabin;Marco;72202;Oberspreestraße;47;Nagold;1; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;149,99 €;29.07.2019;31.07.2019;000575
Qerimi;Leopold;72419;Lohnauer Steig;2;Neufra;1;1,55 €;1,84 €;1,84 €;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;8,83 €;30.07.2019;01.08.2019;000576
Kacprzak;Birte;69226;Dörpfeldstraße;3;Nußloch;1;1,65 €;1,96 €;1,96 €;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;2,95 €;31.07.2019;02.08.2019;000577
Cakin;Enes;72636;Newtonstraße;84;Frickenhausen (Württemberg);1;4,99 €;5,94 €;5,94 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;55,93 €;01.08.2019;03.08.2019;000578
Oberholz;Lara;72365;Handjerystraße;4;Ratshausen;1;3,99 €;4,75 €;4,75 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;7,74 €;02.08.2019;04.08.2019;000579
Cakir;Emilio;72639;Oberspreestraße;25;Neuffen;2;5,99 €;7,13 €;7,13 €;32,99 €;27,72 €;19%;65,98 €;55,45 €;10,53 €;73,11 €;03.08.2019;05.08.2019;000580
Abazaj;Juna;68789;Hauptweg;3;Sankt Leon-Rot;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;04.08.2019;06.08.2019;000581
Eberius;Flavio;71566;Wassermannstraße;9;Althütte;1;1,99 €;2,37 €;2,37 €;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;63,36 €;05.08.2019;07.08.2019;000582
Gängler;Nadja;72585;Moissistraße;1;Riederich;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;06.08.2019;08.08.2019;000583
Haasler;Smila;68804;Waldstraße;1;Altlußheim;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;07.08.2019;09.08.2019;000584
Lackner;Cadmus;72149;Helbigstraße;4;Neustetten;1;1,70 €;2,02 €;2,02 €;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;362,01 €;08.08.2019;10.08.2019;000585
Abbey;Rosa;69190;Gellertstraße;5;Walldorf (Baden);1;1,33 €;1,58 €;1,58 €;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;8,57 €;09.08.2019;11.08.2019;000586
Cacic;Cainan;72501;Gemeinschaftsstraße;65;Gammertingen;4; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;119,96 €;100,81 €;19,15 €;119,96 €;10.08.2019;12.08.2019;000587
Ibrahimovic;Miran;71394;Husstraße;8;Kernen im Remstal;3; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;299,97 €;252,08 €;47,89 €;299,97 €;11.08.2019;13.08.2019;000588
Haasper;Sonja;69151;Zinsgutstraße;9;Neckargemünd;1; -   € ; -   € ; -   € ;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;5,99 €;12.08.2019;14.08.2019;000589
Bachmayr;Adam;72299;Bärdorfer Zeile;61;Wörnersberg;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;13.08.2019;15.08.2019;000590
Gaderer;Leo;72511;Hauptweg;6;Bingen bei Sigmaringen;1;3,00 €;3,57 €;3,57 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;6,56 €;14.08.2019;16.08.2019;000591
Dade;Jardis;69198;Forsthausallee;98;Schriesheim;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;15.08.2019;17.08.2019;000592
Baar;Celine;71384;Seidenbaustraße;5;Weinstadt;1;1,54 €;1,83 €;1,83 €;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;171,82 €;16.08.2019;18.08.2019;000593
Idrissi;Pascal;71732;Walther-Nernst-Straße;1;Tamm;2;2,99 €;3,56 €;3,56 €;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;7,54 €;17.08.2019;19.08.2019;000594
Gaab;Hayo;72189;Ernststraße;48;Vöhringen (Württemberg);1;1,50 €;1,79 €;1,79 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;21,78 €;18.08.2019;20.08.2019;000595
Ebling;Henryk;72145;Pfingstberggasse;8;Hirrlingen;3;1,99 €;2,37 €;2,37 €;29,99 €;25,20 €;19%;89,97 €;75,61 €;14,36 €;92,34 €;19.08.2019;21.08.2019;000596
Kabat;Anisha;72820;Köpenicker Straße;8;Sonnenbühl;1; -   € ; -   € ; -   € ;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;59,99 €;20.08.2019;22.08.2019;000597
Abdel;Berenike;69231;Lohnauer Steig;65;Rauenberg;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;21.08.2019;23.08.2019;000598
Bachmayer;Arthur;72297;Neltestraße;2;Seewald;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;22.08.2019;24.08.2019;000599
Haarhuis;Quinta;68542;Abram-Joffe-Straße;8;Heddesheim;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;23.08.2019;25.08.2019;000600
Paegelow;Kaarle;72401;Gellertstraße;9;Haigerloch;1; -   € ; -   € ; -   € ;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;6,39 €;24.08.2019;26.08.2019;000601
Paditz;Jukka;72355;Heidekampweg;2;Schömberg (Zollernalbkreis);1;2,55 €;3,03 €;3,03 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;6,02 €;25.08.2019;27.08.2019;000602
Baba;Dominique;71554;Wilhelm-Ostwald-Straße;51;Weissach im Tal;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;26.08.2019;28.08.2019;000603
Iacona;Ulva;71101;Güldenhofer Ufer;14;Schönaich;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;27.08.2019;29.08.2019;000604
Kaddatz;Dalia;69259;Seidenbaustraße;9;Wilhelmsfeld;1;3,00 €;3,57 €;3,57 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;7,56 €;28.08.2019;30.08.2019;000605
Abbas;Julia;68804;Lohnauer Steig;8;Altlußheim;3; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;8,97 €;7,54 €;1,43 €;8,97 €;29.08.2019;31.08.2019;000606
Babick;Luzia;71711;Felsenfest;26;Murr;1; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;16,99 €;30.08.2019;01.09.2019;000607
Kaan;Flora;72649;Hackenbergstraße;62;Wolfschlugen;1;1,99 €;2,37 €;2,37 €;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;18,36 €;31.08.2019;02.09.2019;000608
Oberbeck;Kathleen;72813;Hauptweg;3;Sankt Johann (Württemberg);1; -   € ; -   € ; -   € ;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;359,99 €;01.09.2019;03.09.2019;000609
Dadas;Irma;69190;Eschenbachstraße;9;Walldorf (Baden);1; -   € ; -   € ; -   € ;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;39,99 €;02.09.2019;04.09.2019;000610
Haage;Olea;72661;Otto-Franke-Straße;15;Grafenberg;1;6,43 €;7,65 €;7,65 €;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;107,64 €;03.09.2019;05.09.2019;000611
Iacovelli;Uma;71111;Hohenbirker Weg;48;Waldenbuch;1; -   € ; -   € ; -   € ;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;3,59 €;04.09.2019;06.09.2019;000612
Jäggle;Juna;72555;Gellertstraße;8;Metzingen;1;1,54 €;1,83 €;1,83 €;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;71,82 €;05.09.2019;07.09.2019;000613
Obeid;Jella;72649;Glanzstraße;2;Wolfschlugen;1; -   € ; -   € ; -   € ;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;5,99 €;06.09.2019;08.09.2019;000614
Gabsch;Klaus;72417;Hauptweg;1;Jungingen;1;1,65 €;1,96 €;1,96 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;5,95 €;07.09.2019;09.09.2019;000615
Abdulrahman;Anisha;69469;Eigenheimgasse;1;Weinheim (Bergstraße);1;2,56 €;3,05 €;3,05 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;7,04 €;08.09.2019;10.09.2019;000616
Oberlies;Marlene;72419;Handjerystraße;2;Neufra;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;09.09.2019;11.09.2019;000617
Caka;Erik;72584;Dörpfeldstraße;45;Hülben;1; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;69,99 €;10.09.2019;12.09.2019;000618
Gabb;Jack;72226;KGA Holunderbusch;15;Simmersfeld;2; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;3,98 €;11.09.2019;13.09.2019;000619
Paede;Kasper;72369;Bärdorfer Zeile;14;Zimmern unter der Burg;1;1,33 €;1,58 €;1,58 €;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;17,57 €;12.09.2019;14.09.2019;000620
Bachler;Alexander;72226;Hackenbergstraße;58;Simmersfeld;1;1,99 €;2,37 €;2,37 €;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;362,36 €;13.09.2019;15.09.2019;000621
Paczkowski;Jannis;72250;Dammweg;2;Freudenstadt;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;14.09.2019;16.09.2019;000622
Igelmann;Rudi;72145;Thomas-Müntzer-Straße;84;Hirrlingen;2; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;59,98 €;50,40 €;9,58 €;59,98 €;15.09.2019;17.09.2019;000623
Oberländer;Linda;72393;Moissistraße;2;Burladingen;1;2,99 €;3,56 €;3,56 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;7,55 €;16.09.2019;18.09.2019;000624
Cala;Finn;72657;Silberberger Straße;4;Altenriet;1;3,00 €;3,57 €;3,57 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;23,56 €;17.09.2019;19.09.2019;000625
Haarmann;Rita;68723;Oberspreestraße;2;Plankstadt;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;18.09.2019;20.09.2019;000626
Jaafar;Rasmus;72175;Albert-Einstein-Straße;14;Dornhan;3; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;509,97 €;428,55 €;81,42 €;509,97 €;19.09.2019;21.09.2019;000627
Jackstadt;Valentin;72415;Heidemühler Weg;9;Grosselfingen;2;3,99 €;4,75 €;4,75 €;6,99 €;5,87 €;19%;13,98 €;11,75 €;2,23 €;18,73 €;20.09.2019;22.09.2019;000628
Ibsen;Nils;71546;Eigenheimgasse;1;Aspach bei Backnang;1;1,33 €;1,58 €;1,58 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;21,57 €;21.09.2019;23.09.2019;000629
Gadomski;Luke;72514;Husstraße;1;Inzigkofen;1;3,99 €;4,75 €;4,75 €;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;8,34 €;22.09.2019;24.09.2019;000630
Dabbagh;Fritzi;72813;Am Adlergestell;26;Sankt Johann (Württemberg);1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;23.09.2019;25.09.2019;000631
Kadir;Elif;71088;Pfingstberggasse;48;Holzgerlingen;5; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;249,95 €;210,04 €;39,91 €;249,95 €;24.09.2019;26.09.2019;000632
Gäckle;Matthias;72534;Eigenheimgasse;1;Hayingen;1;2,00 €;2,38 €;2,38 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;4,37 €;25.09.2019;27.09.2019;000633
Igel;Robin;72141;Steinbachstraße;95;Walddorfhäslach;1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;26.09.2019;28.09.2019;000634
Gabber;Julian;72229;Alpenrosenweg;61;Rohrdorf (Kreis Calw);1; -   € ; -   € ; -   € ;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;12,99 €;27.09.2019;29.09.2019;000635
Babka;Elias;71735;Alpenrosenweg;4;Eberdingen;1; -   € ; -   € ; -   € ;4,69 €;3,94 €;19%;4,69 €;3,94 €;0,75 €;4,69 €;28.09.2019;30.09.2019;000636
Kadic;Emira;69514;Wilhelm-Ostwald-Straße;14;Laudenbach (Bergstraße);1;3,00 €;3,57 €;3,57 €;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;63,56 €;29.09.2019;01.10.2019;000637
Dademasch;Juni;69207;Glanzstraße;65;Sandhausen;1; -   € ; -   € ; -   € ;9,99 €;8,39 €;19%;9,99 €;8,39 €;1,60 €;9,99 €;30.09.2019;02.10.2019;000638
