Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Produkt,Bestell_Nummer,ASIN_ID,Bestell_Datum,Rechnungs_Nummer,Rechnungs_Liefer_Datum,n,VK ohne Ust,VK mit Ust,VK Gesamt,Stückpreis mit Ust,Stückpreis ohne Ust,Ust. % Satz,ZS Produkt,Zs ohne Ust,Gesamt Ust. Betrag
Philipp,Laatz,Baumschulenstraße,6,71263,Weil der Stadt,Germany,Dichtung - Plastik,123-1233656-1233656,if492jf189,16 March 2019,DE3MQ189AEUI,19 March 2019,1,1.54,1.8326,1.8326,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Zoe,Ibili,Neltestraße,84,71277,Rutesheim,Germany,Hirsch Rentier Elch Figur,123-1233657-1233657,if492jf190,17 March 2019,DE3MQ190AEUI,20 March 2019,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Heiko,Ebing,Carl-Scheele-Straße,6,72135,Dettenhausen,Germany,Hirsch Rentier Elch Figur,123-1233658-1233658,if492jf191,18 March 2019,DE3MQ191AEUI,21 March 2019,1,1.99,2.3681,2.3681,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Daphne,Kade,Stienitzseestraße,8,69429,Waldbrunn (Odenwald),Germany,Retro LED Lampe Schreibtischlampe,123-1233659-1233659,if492jf192,19 March 2019,DE3MQ192AEUI,22 March 2019,2,3.99,4.7481,4.7481,5.99,5.033613445378152,0.19,11.98,10.067226890756304,1.9127731092436964
Hagar,Ebner,Am Adlergestell,1,72149,Neustetten,Germany,Gummi-Dichtung,123-1233660-1233660,if492jf193,20 March 2019,DE3MQ193AEUI,23 March 2019,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Fritz,Eberle,Dörpfeldstraße,65,71576,Burgstetten,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233661-1233661,if492jf194,21 March 2019,DE3MQ194AEUI,24 March 2019,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Enna,Laaber,Am Adlergestell,58,71101,Schönaich,Germany,Philipp Plein Sport Runner Sneaker ,123-1233662-1233662,if492jf195,22 March 2019,DE3MQ195AEUI,25 March 2019,1,0.0,0.0,0.0,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Caroline,Baal,Platz der Befreiung,25,71297,Mönsheim,Germany,Dichtung - Plastik,123-1233663-1233663,if492jf196,23 March 2019,DE3MQ196AEUI,26 March 2019,1,1.63,1.9397,1.9397,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Hauke,Pacht,Behringstraße,9,72667,Schlaitdorf,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1233664-1233664,if492jf197,24 March 2019,DE3MQ197AEUI,27 March 2019,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Jill,Däbritz,Hänselstraße,26,69231,Rauenberg,Germany,Tischlampe Nachttischlampe 2er Set,123-1233665-1233665,if492jf198,25 March 2019,DE3MQ198AEUI,28 March 2019,2,7.56,8.9964,8.9964,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Paula,Haaker,KGA Am Teltowkanal III,26,72793,Pfullingen,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1233666-1233666,if492jf199,26 March 2019,DE3MQ199AEUI,29 March 2019,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Blanka,Kabuth,Schneckenburgerstraße,5,69151,Neckargemünd,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1233667-1233667,if492jf200,27 March 2019,DE3MQ200AEUI,30 March 2019,1,1.78,2.1182,2.1182,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Otto,Idel,Gemeinschaftsstraße,3,71706,Markgröningen,Germany,Rost Kerze Edelrost,123-1233668-1233668,if492jf201,28 March 2019,DE3MQ201AEUI,31 March 2019,2,1.99,2.3681,2.3681,3.59,3.016806722689076,0.19,7.18,6.033613445378151,1.1463865546218486
Batiste,Caba,Glienicker Weg,6,72414,Rangendingen,Germany,Gummi-Dichtung,123-1233669-1233669,if492jf202,29 March 2019,DE3MQ202AEUI,01 April 2019,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Amy,Jaeckel,Königsheideweg,2,72519,Veringenstadt,Germany,Rakete Roadster Berlin - Urban Bike,123-1233670-1233670,if492jf203,30 March 2019,DE3MQ203AEUI,02 April 2019,1,0.0,0.0,0.0,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Gel,Paatz,Ernst-Lau-Straße,26,72555,Metzingen,Germany,Gummi-Dichtung,123-1233671-1233671,if492jf204,31 March 2019,DE3MQ204AEUI,03 April 2019,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Astrid,Abdullahu,Walther-Nernst-Straße,1,69439,Zwingenberg (Baden),Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233672-1233672,if492jf205,01 April 2019,DE3MQ205AEUI,04 April 2019,2,7.56,8.9964,8.9964,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Dominique,Kader,Zinsgutstraße,36,69469,Weinheim (Bergstraße),Germany,Hirsch Rentier Elch Figur,123-1233673-1233673,if492jf206,02 April 2019,DE3MQ206AEUI,05 April 2019,1,1.99,2.3681,2.3681,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Paulina,Jähnert,Lohnauer Steig,14,72587,Römerstein,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233674-1233674,if492jf207,03 April 2019,DE3MQ207AEUI,06 April 2019,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Richard,Igler,Wassermannstraße,36,72149,Neustetten,Germany,Dichtung - Plastik,123-1233675-1233675,if492jf208,04 April 2019,DE3MQ208AEUI,07 April 2019,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Wilma,Abdic,Friedlander Straße,8,69256,Mauer (Baden),Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1233676-1233676,if492jf209,05 April 2019,DE3MQ209AEUI,08 April 2019,1,1.99,2.3681,2.3681,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Anna,Abbasi,Neltestraße,6,68809,Neulußheim,Germany,Dichtung - Plastik,123-1233677-1233677,if492jf210,06 April 2019,DE3MQ210AEUI,09 April 2019,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Jodi,Oberacker,Friedenstraße,6,72793,Pfullingen,Germany,Philipp Plein Sport Runner Sneaker ,123-1233678-1233678,if492jf211,07 April 2019,DE3MQ211AEUI,10 April 2019,1,0.0,0.0,0.0,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Heike,Machold,Frauenlobstraße,1,72537,Mehrstetten,Germany,LED Deckenleuchte Wandleuchte Fernbedienung,123-1233679-1233679,if492jf212,08 April 2019,DE3MQ212AEUI,11 April 2019,1,1.99,2.3681,2.3681,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Felina,Machauer,Stienitzseestraße,27,72417,Jungingen,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233680-1233680,if492jf213,09 April 2019,DE3MQ213AEUI,12 April 2019,2,0.0,0.0,0.0,49.99,42.00840336134454,0.19,99.98,84.01680672268908,15.96319327731092
Edda,Kaak,Genossenschaftsstraße,58,72644,Oberboihingen,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233681-1233681,if492jf214,10 April 2019,DE3MQ214AEUI,13 April 2019,2,1.99,2.3681,2.3681,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Donald,Cain,Vogelbeerstraße,1,72574,Bad Urach,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233682-1233682,if492jf215,11 April 2019,DE3MQ215AEUI,14 April 2019,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Tristan,Jachs,Magnusstraße,84,72348,Rosenfeld,Germany,Gummi-Dichtung,123-1233683-1233683,if492jf216,12 April 2019,DE3MQ216AEUI,15 April 2019,3,1.63,1.9397,1.9397,2.99,2.512605042016807,0.19,8.97,7.537815126050421,1.4321848739495795
Caren,Kaczynski,Newtonstraße,1,69251,Gaiberg,Germany,Lavalampe Magma Lava Lampe Magmaleuchte,123-1233684-1233684,if492jf217,13 April 2019,DE3MQ217AEUI,16 April 2019,1,0.0,0.0,0.0,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Jonathan,Gabelberger,Dammweg,26,72299,Wörnersberg,Germany,Kappa Base 2 Sportschuhe Turnschuhe Sneakers,123-1233685-1233685,if492jf218,14 April 2019,DE3MQ218AEUI,17 April 2019,1,0.0,0.0,0.0,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Cedrik,Cabuk,Eigenheimgasse,28,72477,Schwenningen (Heuberg),Germany,Kappa Base 2 Sportschuhe Turnschuhe Sneakers,123-1233686-1233686,if492jf219,15 April 2019,DE3MQ219AEUI,18 April 2019,1,0.0,0.0,0.0,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Diminic,Caglar,Radickestraße,3,72531,Hohenstein (Württemberg),Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1233687-1233687,if492jf220,16 April 2019,DE3MQ220AEUI,19 April 2019,3,1.54,1.8326,1.8326,69.99,58.81512605042017,0.19,209.97,176.44537815126048,33.524621848739486
Jaap,Packmohr,Alpenrosenweg,4,72224,Ebhausen,Germany,Nike Court Borough Mid Winter Sneaker,123-1233688-1233688,if492jf221,17 April 2019,DE3MQ221AEUI,20 April 2019,3,3.0,3.5700000000000003,3.5700000000000003,89.99,75.6218487394958,0.19,269.97,226.86554621848737,43.1044537815126
Bertram,Backe,Freystadter Weg,2,72401,Haigerloch,Germany,Hirsch Rentier Elch Figur,123-1233689-1233689,if492jf222,18 April 2019,DE3MQ222AEUI,21 April 2019,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Magdalena,Ebenhöh,Otto-Franke-Straße,8,71409,Schwaikheim,Germany,Tragbares Wiederaufladbare Buchlampe,123-1233690-1233690,if492jf223,19 April 2019,DE3MQ223AEUI,22 April 2019,1,1.0,1.19,1.19,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Friedrich,Labisch,Hänselstraße,5,71397,Leutenbach (Württemberg),Germany,Gummi-Dichtung,123-1233691-1233691,if492jf224,20 April 2019,DE3MQ224AEUI,23 April 2019,1,1.99,2.3681,2.3681,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Kim,Däumler,Lohnauer Steig,25,71111,Waldenbuch,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233692-1233692,if492jf225,21 April 2019,DE3MQ225AEUI,24 April 2019,3,0.0,0.0,0.0,49.99,42.00840336134454,0.19,149.97,126.02521008403362,23.944789915966386
Milo,Gähler,Helbigstraße,2,72581,Dettingen an der Erms,Germany,Kappa Base 2 Sportschuhe Turnschuhe Sneakers,123-1233693-1233693,if492jf226,22 April 2019,DE3MQ226AEUI,25 April 2019,1,0.0,0.0,0.0,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Iris,Machts,Alpenrosenweg,14,72584,Hülben,Germany,Hirsch Rentier Elch Figur,123-1233694-1233694,if492jf227,23 April 2019,DE3MQ227AEUI,26 April 2019,2,2.99,3.5581000000000005,3.5581000000000005,3.99,3.3529411764705888,0.19,7.98,6.7058823529411775,1.274117647058823
Bernd,Lachnitt,Anna-Seghers-Straße,8,71737,Kirchberg an der Murr,Germany,Rennrad Herren Gebraucht,123-1233695-1233695,if492jf228,24 April 2019,DE3MQ228AEUI,27 April 2019,1,0.0,0.0,0.0,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Hakan,Pachner,Am Adlergestell,64,72663,Großbettlingen,Germany,Kappa Base 2 Sportschuhe Turnschuhe Sneakers,123-1233696-1233696,if492jf229,25 April 2019,DE3MQ229AEUI,28 April 2019,2,0.0,0.0,0.0,60.99,51.25210084033614,0.19,121.98,102.50420168067228,19.475798319327723
Theresa,Abazi,Hoffmannstraße,2,68794,Oberhausen-Rheinhausen,Germany,Tragbares Wiederaufladbare Buchlampe,123-1233697-1233697,if492jf230,26 April 2019,DE3MQ230AEUI,29 April 2019,2,0.0,0.0,0.0,4.69,3.941176470588236,0.19,9.38,7.882352941176472,1.4976470588235289
Tabia,Haberbosch,Kiehnwerderallee,45,69434,Heddesbach,Germany,Hirsch Rentier Elch Figur,123-1233698-1233698,if492jf231,27 April 2019,DE3MQ231AEUI,30 April 2019,1,2.33,2.7727,2.7727,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Sarah,Haasz,Wilhelm-Ostwald-Straße,29,69190,Walldorf (Baden),Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233699-1233699,if492jf232,28 April 2019,DE3MQ232AEUI,01 May 2019,2,0.0,0.0,0.0,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Zuri,Ibisevic,Florian-Geyer-Straße,6,71287,Weissach,Germany,Dichtung - Plastik,123-1233700-1233700,if492jf233,29 April 2019,DE3MQ233AEUI,02 May 2019,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Raphael,Igelbrink,KGA Am Teltowkanal III,1,72144,Dußlingen,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233701-1233701,if492jf234,30 April 2019,DE3MQ234AEUI,03 May 2019,2,0.0,0.0,0.0,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Carla,Abbassi,Bärdorfer Zeile,51,69151,Neckargemünd,Germany,Tischlampe Nachttischlampe 2er Set,123-1233702-1233702,if492jf235,01 May 2019,DE3MQ235AEUI,04 May 2019,1,2.0,2.38,2.38,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Aamu,Aben,Radickestraße,25,71131,Jettingen,Germany,Rost Kerze Edelrost,123-1233703-1233703,if492jf236,02 May 2019,DE3MQ236AEUI,05 May 2019,1,0.0,0.0,0.0,3.59,3.016806722689076,0.19,3.59,3.016806722689076,0.5731932773109243
Jules,Packeiser,Hallberger Zeile,6,72827,Wannweil,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1233704-1233704,if492jf237,03 May 2019,DE3MQ237AEUI,06 May 2019,1,2.99,3.5581000000000005,3.5581000000000005,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Frieda,Jäger,Bärdorfer Zeile,45,72535,Heroldstatt,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233705-1233705,if492jf238,04 May 2019,DE3MQ238AEUI,07 May 2019,1,1.0,1.19,1.19,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Julian,Bacha,Heidekampweg,2,72160,Horb am Neckar,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233706-1233706,if492jf239,05 May 2019,DE3MQ239AEUI,08 May 2019,2,1.69,2.0111,2.0111,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Ava,Kabisch,Hollstraße,5,68766,Hockenheim,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1233707-1233707,if492jf240,06 May 2019,DE3MQ240AEUI,09 May 2019,2,0.0,0.0,0.0,99.99,84.02521008403362,0.19,199.98,168.05042016806723,31.92957983193276
Xani,Ibenthal,Hackenbergstraße,26,71159,Mötzingen,Germany,Retro LED Lampe Schreibtischlampe,123-1233708-1233708,if492jf241,07 May 2019,DE3MQ241AEUI,10 May 2019,1,2.0,2.38,2.38,5.99,5.033613445378152,0.19,5.99,5.033613445378152,0.9563865546218482
Peter,Bachhofer,Arndtstraße,36,72186,Empfingen,Germany,LENOVO ThinkPad X260 Intel Core i7 6. Gen 2,123-1233709-1233709,if492jf242,08 May 2019,DE3MQ242AEUI,11 May 2019,1,0.0,0.0,0.0,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Meteo,Saadi,Bernstadter Weg,24,72519,Veringenstadt,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1233710-1233710,if492jf243,09 May 2019,DE3MQ243AEUI,12 May 2019,1,2.4,2.856,2.856,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Arzu,Kablitz,Nipkowstraße,9,68794,Oberhausen-Rheinhausen,Germany,Hirsch Rentier Elch Figur,123-1233711-1233711,if492jf244,10 May 2019,DE3MQ244AEUI,13 May 2019,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Radost,Haarseim,Rudower Chaussee,6,68766,Hockenheim,Germany,Tragbares Wiederaufladbare Buchlampe,123-1233712-1233712,if492jf245,11 May 2019,DE3MQ245AEUI,14 May 2019,1,2.56,3.0464,3.0464,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Helena,Dabrowski,Gondeker Straße,3,68753,Waghäusel,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1233713-1233713,if492jf246,12 May 2019,DE3MQ246AEUI,15 May 2019,2,0.0,0.0,0.0,99.99,84.02521008403362,0.19,199.98,168.05042016806723,31.92957983193276
Gabrielle,Macherius,Barbara-McClintock-Straße,9,72511,Bingen bei Sigmaringen,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233714-1233714,if492jf247,13 May 2019,DE3MQ247AEUI,16 May 2019,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Jakob,Gabcke,Berberitzenweg,25,72296,Schopfloch (Schwarzwald),Germany,Himalaya- Salzlampe,123-1233715-1233715,if492jf248,14 May 2019,DE3MQ248AEUI,17 May 2019,1,0.0,0.0,0.0,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Falko,Paap,Wassermannstraße,26,72525,Münsingen (Württemberg),Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233716-1233716,if492jf249,15 May 2019,DE3MQ249AEUI,18 May 2019,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Violeta,Iannelli,Hänselstraße,9,71116,Gärtringen,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233717-1233717,if492jf250,16 May 2019,DE3MQ250AEUI,19 May 2019,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Luke,Quabeck,Genossenschaftsstraße,55,72488,Sigmaringen,Germany,Hirsch Rentier Elch Figur,123-1233718-1233718,if492jf251,17 May 2019,DE3MQ251AEUI,20 May 2019,1,1.99,2.3681,2.3681,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Dewis,Mabrouk,Schneckenburgerstraße,6,72299,Wörnersberg,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233719-1233719,if492jf252,18 May 2019,DE3MQ252AEUI,21 May 2019,1,3.99,4.7481,4.7481,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Niklas,Babl,Baumschulenstraße,7,71737,Kirchberg an der Murr,Germany,Lavalampe Magma Lava Lampe Magmaleuchte,123-1233720-1233720,if492jf253,19 May 2019,DE3MQ253AEUI,22 May 2019,1,0.0,0.0,0.0,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Liz,Ebelt,Glienicker Weg,5,71296,Heimsheim,Germany,Tischlampe Nachttischlampe 2er Set,123-1233721-1233721,if492jf254,20 May 2019,DE3MQ254AEUI,23 May 2019,1,3.0,3.5700000000000003,3.5700000000000003,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Matti,Iborg,Hackenbergstraße,3,71299,Wimsheim,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233722-1233722,if492jf255,21 May 2019,DE3MQ255AEUI,24 May 2019,1,1.99,2.3681,2.3681,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Jean,Daehre,Gellertstraße,8,69257,Wiesenbach (Baden),Germany,Lavalampe Magma Lava Lampe Magmaleuchte,123-1233723-1233723,if492jf256,22 May 2019,DE3MQ256AEUI,25 May 2019,1,0.0,0.0,0.0,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Asis,Bachman,Husstraße,26,72250,Freudenstadt,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233724-1233724,if492jf257,23 May 2019,DE3MQ257AEUI,26 May 2019,3,1.99,2.3681,2.3681,49.99,42.00840336134454,0.19,149.97,126.02521008403362,23.944789915966386
Amy,Abaci,Arndtstraße,25,68549,Ilvesheim,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233725-1233725,if492jf258,24 May 2019,DE3MQ258AEUI,27 May 2019,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Victoria,Iannello,Königsheideweg,58,71120,Grafenau (Württemberg),Germany,"Playstation, Icons Light, Nachtlicht",123-1233726-1233726,if492jf259,25 May 2019,DE3MQ259AEUI,28 May 2019,1,0.0,0.0,0.0,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Liam,Bachinger,Bärdorfer Zeile,25,72202,Nagold,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233727-1233727,if492jf260,26 May 2019,DE3MQ260AEUI,29 May 2019,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Sarah,Habeck,Agavensteig,48,69226,Nußloch,Germany,PUMA Nucleus Trainingsschuhe,123-1233728-1233728,if492jf261,27 May 2019,DE3MQ261AEUI,30 May 2019,2,0.0,0.0,0.0,59.99,50.41176470588236,0.19,119.98,100.82352941176472,19.15647058823529
Mareen,Ebenau,Helbigstraße,4,71299,Wimsheim,Germany,Gummi-Dichtung,123-1233729-1233729,if492jf262,28 May 2019,DE3MQ262AEUI,31 May 2019,1,3.99,4.7481,4.7481,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Hanno,Ebisch,Wilhelm-Ostwald-Straße,9,72141,Walddorfhäslach,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1233730-1233730,if492jf263,29 May 2019,DE3MQ263AEUI,01 June 2019,2,1.99,2.3681,2.3681,69.99,58.81512605042017,0.19,139.98,117.63025210084034,22.34974789915965
Adriana,Abeling,Köpenicker Straße,1,71106,Magstadt,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233731-1233731,if492jf264,30 May 2019,DE3MQ264AEUI,02 June 2019,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Augusta,Kaba,Anna-Seghers-Straße,25,72663,Großbettlingen,Germany,LED Pyramide 60 cm warmweiß - 20 LED,123-1233732-1233732,if492jf265,31 May 2019,DE3MQ265AEUI,03 June 2019,1,2.99,3.5581000000000005,3.5581000000000005,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Felicitas,Calakovic,Weerthstraße,47,72664,Kohlberg (Württemberg),Germany,Gummi-Dichtung,123-1233733-1233733,if492jf266,01 June 2019,DE3MQ266AEUI,04 June 2019,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Dag,Maaßen,Moissistraße,1,72226,Simmersfeld,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1233734-1233734,if492jf267,02 June 2019,DE3MQ267AEUI,05 June 2019,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Eva,Jähn,Hackenbergstraße,1,72581,Dettingen an der Erms,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1233735-1233735,if492jf268,03 June 2019,DE3MQ268AEUI,06 June 2019,2,0.0,0.0,0.0,29.99,25.201680672268907,0.19,59.98,50.40336134453781,9.576638655462183
Lutz,Gaebler,Bernstadter Weg,9,72531,Hohenstein (Württemberg),Germany,Lavalampe Magma Lava Lampe Magmaleuchte,123-1233736-1233736,if492jf269,04 June 2019,DE3MQ269AEUI,07 June 2019,3,1.99,2.3681,2.3681,6.39,5.369747899159663,0.19,19.17,16.10924369747899,3.060756302521007
Dorothee,Babaei,Pfingstberggasse,9,71563,Affalterbach,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1233737-1233737,if492jf270,05 June 2019,DE3MQ270AEUI,08 June 2019,2,3.0,3.5700000000000003,3.5700000000000003,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Igor,Gabauer,Heidemühler Weg,26,72224,Ebhausen,Germany,Gummi-Dichtung,123-1233738-1233738,if492jf271,06 June 2019,DE3MQ271AEUI,09 June 2019,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Geoffrey,Eberstein,Rudower Chaussee,3,71720,Oberstenfeld,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1233739-1233739,if492jf272,07 June 2019,DE3MQ272AEUI,10 June 2019,1,6.43,7.6517,7.6517,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Cem,Cada,Glienicker Weg,29,72505,Krauchenwies,Germany,Hirsch Rentier Elch Figur,123-1233740-1233740,if492jf273,08 June 2019,DE3MQ273AEUI,11 June 2019,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
